word,ipa
kekecewaan,/kə.kə.tʃɛˈwa.ʔan/
kekeluargaan,/kəkəluarˈɡaan/
kekeluargaan,[kə.kə.lu.arˈɡa.(ʔ)an]
kekep,/ˈkəkəp/
kekep,[ˈkə.kəp̚]
keker,/ke.kər/
keker,/kɛ.kɛr/
kekerabatan,/kəkəraˈbatan/
kekerabatan,[kə.kə.raˈba.t̪an]
kekerasan,/kəkəˈrasan/
kekerasan,[kə.kəˈra.san]
kekesatan,/kəkəˈsatan/
kekesatan,[kə.kəˈsa.t̪an]
kekhawatiran,/kəxawaˈtiran/
kekhawatiran,[kə.xa.waˈt̪i.ran]
keki,/ˈkɛki/
kekinian,[kəkiˈnian]
kekompleksan,[kəkɔmˈplɛksan]
kekondusifan,/kəkonduˈsifan/
kekondusifan,[kə.kon.duˈsi.fan]
kekonsistenan,[kəkɔnsisˈtɛnan]
kekosongan,/kəkoˈsoŋan/
kekosongan,[kə.koˈso.ŋan]
kekuasaan,/kəkuaˈsaan/
kekuatan,/kəkuˈatan/
kekuatan,[kə.kuˈa.t̪an]
kekuatan lunak,/kəkuˈatan ˈlunak̚/
kekuningan,/kəkuˈniŋan/
kekuningan,[kə.kuˈni.ŋan]
kekurangan,/kəkuˈraŋan/
kekurangan,[kə.kuˈra.ŋan]
kekutu,/kəˈkutu/
kekutu,[kəˈku.t̪u]
kelab,/kəlab/
kelab,/kəlap/
kelabang,/kəˈlabaŋ/
kelabang,[kəˈla.baŋ]
kelabu,/kəˈlabu/
kelabu,[kəˈla.bu]
kelabu armada,/kə.ˈla.bu ar.ˈma.da/
kelabu asap,/kə.ˈla.bu ˈa.sap/
kelabu tikus,/kə.ˈla.bu ˈti.kʊs/
keladi,/kəˈladi/
keladi,[kəˈla.di]
kelahi,[kəˈlahi]
kelahiran,/kə.la.ˈhɪr.an/
kelainan,/kə.la.ɪn.an/
kelajuan,/kəlaˈd͡ʒuan/
kelakuan,/kəlaˈkuan/
kelakuan,[kə.laˈku.an]
kelam,[kəˈlam]
kelam baja,/kə.ˈlam ˈba.d͡ʒa/
kelambatan,/kəlamˈbatan/
kelambatan,[kə.lamˈba.t̪an]
kelambir,/kəˈlam.bir/
kelambir,[kəˈlam.bɪr]
kelambu,/kəˈlambu/
kelambu,[kəˈlam.bu]
kelamin,/kəˈlamin/
kelamin,[kəˈla.mɪn]
kelangkaan,/kə.laŋ.ˈka.an/
kelangsingan,/kəlaŋˈsiŋan/
kelangsingan,[kə.laŋˈsi.ŋan]
kelapa,/kəˈla.pa/
kelapa sawit,/kəˌlapa ˈsawit/
kelapa sawit,[kəˌla.pa ˈsa.wɪt̪̚]
kelar,/kə.lar/
kelarutan,/kə.la.ru.tan/
kelas,/kəˈlas/
kelas,[kəˈlas]
kelasan,/kəˈlasan/
kelasan,[kəˈla.san]
kelasi,[kəˈla.si]
kelayakan,/kə.la.ˈjak.an/
kelayan,/kəˈlajan/
kelayan,[kəˈla.jan]
kelebut,[kə.ləˈbʊt̚]
keledai,[kələˈdai̯]
keledek,/kəˈledɛk/
keledek,[kəˈle.dɛk̚]
kelelawar,[kələˈlawar]
kelemahan,/kələˈmahan/
kelemahan,[kə.ləˈma.han]
kelembak,/kələmˈbak/
kelembak,[kə.ləmˈbak̚]
kelembapan,/kə.ləm.ˈbap.an/
kelengkiak,/kələŋˈkiak̚/
kelenjar,/kələnˈd͡ʒar/
kelenjar,[kə.ləɲˈd͡ʒar]
kelenjar adrenal,/kə.ləɲ.d͡ʒar(ʔ)aˈdre.nal/
kelenteng,[kələnˈtɛŋ]
kelentingan,[kələnˈt̪ɪŋan]
kelestarian,/kə.ləs.ta.ˈri.an/
kelewat,/ˈkələwat/
kelewat,[ˈkə.lə.wat̪̚]
keliatan,/kə.liˈa.tan/
keliatannya,/kə.liˈa.taɲ.ɲa/
kelicap,/kəˈlit͡ʃap/
kelicap,[kəˈli.t͡ʃap̚]
kelihatan,/kə.liˈha.tan/
kelihatannya,/kə.li.haˈtaɲ.ɲa/
keliling,[kəˈlilɪŋ]
kelim,[kəˈlɪm]
kelima,[kəlima]
kelinci,/kəˈlɪn.t͡ʃi/
kelinci percobaan,/kəˈlɪnt͡ʃi pərt͡ʃoˈbaan/
keling,/kəˈliŋ/
keling,[kəˈliŋ]
kelingking,[kəˈlɪŋkɪŋ]
kelip-kelip,/kəˌlip kəˈlip/
kelip-kelip,[kəˌlɪp̚ kəˈlɪp̚]
kelir,[kəˈlɪr]
keloid,/keˈloid/
keloid,[keˈlo.ɪt̪̚]
kelok,/ˈke.lɔʔ/
kelola,/kə.ˈlo.la/
kelompok,[kəˈlɔmpɔk̚]
kelompok masyarakat,/kəˌlompok maʃaˈrakat/
kelompok masyarakat,[kəˌlom.pɔk̚ ma.ʃaˈra.kat̪̚]
kelompok setara,/kə.lɔm.pɔʔ səˈta.ra/
kelompok terbang,[kəˈlɔmpɔk̚ tərˈbaŋ]
kelongsong,/kəˈloŋsoŋ/
kelongsong,[kəˈloŋ.sɔŋ]
kelontong,/kəˈlɔntɔŋ/
kelos,[kəˈlɔs]
keluangsa,[kəluˈaŋsa]
keluar,/kəˈluar/
keluar,[kəˈlu.ar]
keluaran,/kə.luˈa.ran/
keluaran,/kəluˈaran/
keluaran,[kə.luˈa.ran]
keluarga,/kəluˈarɡa/
keluarga,[kə.luˈar.ɡa]
keluarga berencana,[kəluˈarɡa bərənˈt͡ʃana]
keluarga inti,[kəluˈarɡa ˈɪnti]
keluarga kerajaan,[kəluˈarɡa kəraˈd͡ʒaan]
keluarkan,/kəluˈarkan/
keluarkan,[kə.luˈar.kan]
keluhan,/kəˈluhan/
keluhan,[kəˈlu.han]
kelukis,/kəˈlukis/
kelukis,[kəˈlu.kɪs]
kelumpang,/kəˈlumpaŋ/
kelumpang,[kəˈlum.paŋ]
kelunturan,/kə.lʊnˈtu.ran/
kelupas,/kəˈlupas/
kelupas,[kəˈlu.pas]
kelurahan,/kə.lu.ˈrah.an/
keluyuk,/kəˈlujuk/
keluyuk,[kəˈlu.jʊk̚]
kemabukan,/kə.maˈbu.kan/
kemabukan,[kə.maˈbu.kan]
kemacetan,/kəmat͡ʃətˈan/
kemah,[ˈkɛmah]
kemahiran,/kəmaˈhiran/
kemahiran,[kə.maˈhi.ran]
kemajemukan,[kəmad͡ʒəˈmʊʔan]
kemajuan,/kəmaˈd͡ʒuan/
kemajuan,[kə.maˈd͡ʒu.an]
kemakan,/kəˈma.kan/
kemalaman,/kəmaˈlaman/
kemalaman,[kə.maˈla.man]
kemalangan,[kə.maˈlaŋ.an]
kemalasan,/kə.maˈla.san/
kemampuan,/kəmamˈpuan/
kemampuan,[kə.mamˈpu.an]
kemampulabaan,/kə.mam.pu.laˈba.an/
kemampulabaan,[kə.mam.pu.laˈba.(ʔ)an]
kemampulasan,/kəmampuˈlasan/
kemampulasan,[kə.mam.puˈla.san]
kemandang,/kəˈmandaŋ/
kemandang,[kəˈman.daŋ]
kemandirian,/kə.man.di.ˈri.an/
kemandulan,/kəmanˈdulan/
kemandulan,[kə.manˈdu.lan]
kemangi,/kəˈmaŋi/
kemangi,[kəˈma.ŋi]
kemanipulasi,/kə.ma.ni.puˈla.si/
kemantren,[kəˈmantrɛn]
kemanusiaan,/kəmanuˈsia̯an/
kemarahan,/kəmaˈrahan/
kemarahan,[kə.maˈra.han]
kemarau,/kəˈmarau̯/
kemarau,[kəˈma.rau̯]
kemari,/kəˈmari/
kemari,[kəˈma.ri]
kemarin,/kəˈmarin/
kemarin,[kəˈma.rɪn]
kemartiran,/kəmarˈtiran/
kemartiran,[kə.marˈt̪ir.an]
kemaruk,/kəˈmaruk/
kemaruk,[kəˈma.rʊk̚]
kemas,[kəˈmas]
kemasan,[kəˈmasan]
kemasukan,/kə.ma.sʊk.an/
kematian,/kə.maˈti.an/
kemauan,/kəmaˈuan/
kemauan,[kə.maˈu.an]
kemayu,/kəˈmaju/
kemayu,[kəˈma.ju]
kembali,/kəmˈbali/
kembali,[kəmˈba.li]
kemban,/kəmˈban/
kemban,[kəmˈban]
kembang,/kəmˈbaŋ/
kembang kol,[kəmˈbaŋ ˈkɔl]
kembar,/kəmˈbar/
kembar,[kəmˈbar]
kembara,[kəmˈbara]
kemboja,[kəmˈbod͡ʒa]
kembung,[kəmˈbʊŋ]
kemeja,/kəˈmɛd͡ʒa/
kemeja,[kəˈmɛ.d͡ʒa]
kemenag,/ˈkəmənaɡ/
kemenag,[ˈkə.mə.nak̚]
kemenakan,/kə.məˈna.kan/
kemenakan,[kə.məˈna.kan]
kemenangan,/kəməˈnaŋan/
kemenangan,[kə.məˈna.ŋan]
kemendikbudristek,/kəməndikbutˈristɛʔ/
kemendikbudristek,[kə.mən.dik̚.but̪̚ˈris.t̪ɛʔ]
kemengertian,/kə.mə.ŋərˈti.an/
kemenjuluran,/kəmənd͡ʒuˈluran/
kemenjuluran,[kə.məɲ.d͡ʒuˈlu.ran]
kemenkes,/ˈkə.mən.kəs/
kemenkes,[ˈkə.mən.kəs]
kemenkominfo,/kəmənkoˈminfo/
kemenkominfo,[kə.mən.koˈmin.fo]
kementerian,[kəməntəˈrian]
kemenyan,[kəməˈɲan]
kemenyan arab,/ˌkəməɲan ˈarab/
kemenyan arab,[ˌkə.mə.ɲan ˈa.rap̚]
kemerdekaan,/kə.mər.dɛˈka.an/
kemerdekaan,[kə.mər.dɛˈka.(ʔ)an]
kemih,/kəˈmɪh/
keminum,/kəˈmi.nʊm/
kemiri,[kəˈmiri]
kemiringan,/kə.mi.ˈrɪŋ.an/
kemiskinan,/kəmisˈkinan/
kemiskinan,[kə.misˈki.nan]
kemitraan,/kə.mi.ˈtra.an/
kemlu,/kəmˈlu/
kemlu,[kəmˈlu]
kemoceng,[kəˈmot͡ʃɛŋ]
kemodernan,[kəmoˈdɛrnan]
kemoralan,/kəmoˈralan/
kemoterapi,/kəmoteˈrapi/
kemoterapi,[kə.mo.t̪eˈra.pi]
kempa,[kəmˈpa]
kempetai,/kemˈpe.tai̯/
kempis,/kəmˈpɪs/
kempo,[ˈkɛmpo]
kemubaziran,/kəmubaˈziran/
kemubaziran,[kə.mu.baˈzi.ran]
kemudahan,/kə.muˈda.han/
kemudahan,[kə.muˈda.han]
kemudi,/kəˈmu.di/
kemudian,/kəmuˈdian/
kemudian,[kə.muˈdi.an]
kemuncak,/kə.ˈmʊn.t͡ʃak/
kemungkinan,/kəmuŋˈkinan/
kemungkinan,[kə.muŋˈki.nan]
kemuning,/kəˈmu.niŋ/
kemurungan,/kə.mu.ˈrʊŋ.an/
ken,/kɛn/
kena,/kəˈna/
kena,[kəˈna]
kenai,/kəˈnai/
kenai,[kəˈna.i]
kenaikan,/kənaˈikan/
kenaikan,[kə.naˈi.kan]
kenal,/kəˈnal/
kenal,[kəˈnal]
kenan,/kə.ˈnan/
kenapa,/kəˈnapa/
kenapa,[kəˈna.pa]
kencan,/kənˈt͡ʃan/
kencan buta,/kənˈt͡ʃan ˈbuta/
kencan daring,/kənˈt͡ʃan ˈdarɪŋ/
kencana,/kən.t͡ʃa.na/
kencang,[kənˈt͡ʃaŋ]
kenceng,/kən.t͡ʃəŋ/
kenceng,[ˈkɛnt͡ʃɛŋ]
kencing,/kənˈt͡ʃiŋ/
kencing,[kəɲˈt͡ʃiŋ]
kencing manis,[kənˈt͡ʃɪŋ ˈmanɪs]
kendal,/kənˈdal/
kendal,[kənˈdal]
kendala,/kənˈdala/
kendali,[kənˈd̪ali]
kendara,[kənˈdara]
kendaraan,/kənˈda.raʔan/
kendaraan listrik,/kən.daˌra.an ˈlis.trik/
kendaraan listrik,[kən.daˌra.(ʔ)an ˈlis.t̪rɪk̚]
kendati,/kənˈdati/
kendati,[kənˈda.t̪i]
kendi,/kənˈdi/
kendi,[kənˈdi]
kendo,/ˈkendo/
kendo,[ˈken.do]
kendur,/kənˈdur/
kendur,[kənˈdʊr]
kenduri,[kənˈdu.ri]
kenek,/kəˈnɛk/
kenel,/ˈkenɛl/
kenel,[ˈke.nɛl]
kening,/ˈkə.nɪŋ/
kenken,/ˈkenken/
kenormalan,/kə.nɔrˈma.lan/
kensel,[ˈkɛnsəl]
kental,[kənˈtal]
kentang,[kənˈtaŋ]
kentang atlantik,[kəntaŋ atlantɪk]
kentang granola,[kəntaŋ ɡranola]
kentut,/kənˈtut/
kentut,[kən̪ˈt̪ʊt̪̚]
kenyang,/kəˈɲaŋ/
kenyang,[kəˈɲaŋ]
kenyataan,/kəɲaˈtaan/
kenyataan,[kə.ɲaˈt̪a.(ʔ)an]
keonaran,/kəoˈnaran/
keonaran,[kə.oˈna.ran]
keong sawah,/ˌkeoŋ ˈsawah/
keong sawah,[ˌke.ɔŋ ˈsa.wah]
kep,/kaˈepe/
kepada,/kəˈpada/
kepada,[kəˈpa.da]
kepah,/kəˈpah/
kepah,[kəˈpah]
kepahaman,/kə.paˈha.man/
kepak,[kəˈpak̚]
kepak,[ˈkɛpak̚]
kepala,/kəˈpala/
kepala,[kəˈpa.la]
kepala batu,/kəˌpala ˈbatu/
kepala batu,[kəˌpa.la ˈba.t̪u]
kepala daerah,/kəˈpala daˈerah/
kepala negara,/kəˈpala nəˈɡara/
kepala pemerintahan,/kəˈpala pəmərɪnˈtahan/
kepala putik,/kəˌpala ˈputik/
kepala putik,[kəˌpa.la ˈpu.t̪ɪk̚]
kepala sari,/kəˌpala ˈsari/
kepala sari,[kəˌpa.la ˈsa.ri]
kepala sekolah,/kəpala səkolah/
kepamongprajaan,/kəpamɔŋpraˈd͡ʒaan/
kepamongprajaan,[kə.pa.mɔŋ.praˈd͡ʒa.(ʔ)an]
kepanasan,/kə.paˈna.san/
kepandaian,/kə.panˈdai̯.an/
kepanikan,/kəpaˈnikan/
kepanikan,[kə.paˈni.kan]
kepaniteraan,[kəpanitəˈraan]
keparat,/kə.pa.rat/
kepasifan,/kəpaˈsifan/
kepasifan,[kə.paˈsi.fan]
kepastian hukum,/kəpasˈtian ˈhʊkʊm/
kepatuhan,/kə.paˈtu.han/
kepedean,/kəpeˈdean/
kepedean,[kə.peˈde.an]
kepegawaian,[kəpəɡaˈwai̯an]
kepembacaan,/kəpəmbaˈt͡ʃaan/
kepembacaan,[kə.pəm.baˈt͡ʃa.(ʔ)an]
kepemilikan,/kəpəmiˈlikan/
kepemilikan,[kə.pə.miˈli.kan]
kepemimpinan,[kəpəmɪmˈpɪnan]
kepemudaan,/kə.pəˈmu.da.ʔan/
kependetaan,/kə.pən.dɛˈta.ʔan/
kependudukan,[kəpənduˈdʊkan]
kepengelolaan,/kəpəŋəloˈlaʔan/
kepengen,/ˈkə̂pəŋən/
kepengen,[ˈkə̂.pə.ŋən]
kepengin,/ˈkə̂pəŋin/
kepengin,[ˈkə̂.pə.ŋɪn]
kepengurusan,/kəpəŋuˈrusan/
kepengurusan,[kə.pə.ŋuˈru.san]
kepentingan,/kəˈpənt.ɪŋan/
kepentingan,[kəˈpən̪t̪̚.ɪŋan]
kepenulisan,/kəpənuˈlisan/
kepenulisan,[kə.pə.nuˈli.san]
keperawatan,/kəpəraˈwatan/
keperawatan,[kə.pə.raˈwa.t̪an]
kepercayaan,/kəpərt͡ʃaˈjaan/
kepercayaan,[kə.pər.t͡ʃaˈja.(ʔ)an]
kepercayaan diri,/kəpərt͡ʃaˌjaan ˈdiri/
kepercayaan diri,[kə.pər.t͡ʃaˌja.(ʔ)an ˈdi.ri]
keperluan,[kəpərˈluan]
kepikiran,/kə.piˈki.ran/
keping,/kəˈpiŋ/
keping,[kəˈpiŋ]
keping darah,/kəˈpɪŋ ˈdarah/
kepingin,/kə̂ˈpiŋin/
kepingin,[kə̂ˈpi.ŋɪn]
kepintaran,/kə.pɪnˈta.ran/
kepo,[ˈkɛ.po]
kepodang,/kəˈpodaŋ/
kepodang,[kəˈpo.daŋ]
kepolisian,/kəpoliˈsian/
kepolisian,[kə.po.liˈsi.an]
kepompong,/kəˈpompoŋ/
kepompong,[kəˈpom.pɔŋ]
keponakan,/kəpoˈnakan/
kepopuleran,/kə̂.po.puˈlɛ.ran/
kepopuleran,[kə̂.po.puˈlɛ.ran]
keprabuan,/kəpraˈbuan/
kepresidenan,/kəpresiˈdenan/
kepresidenan,[kəp̚.re.siˈde.nan]
kepri,/kəpˈri/
kepri,[kəp̚ˈri]
kepribadian,/kəpribaˈdian/
kepribadian,[kəp̚.ri.baˈdi.an]
keprigelan,/kəpˈriɡəlan/
keprigelan,[kəp̚ˈri.ɡə.lan]
keproduktifan,/kəprodukˈtifan/
keproduktifan,[kəp̚.ro.duk̚ˈt̪i.fan]
keprofesoran,/kəprofeˈsoran/
keprofesoran,[kəp̚.ro.feˈso.ran]
kepsek,[ˈkəp̚sək̚]
kepuasan,/kə.pu.ˈas.an/
kepulauan,/kəpuˈlawan/
kepulauan,[kə.puˈla.wan]
kepung,/kəˈpuŋ/
kepung,[kəˈpuŋ]
kepunyaan,/kəpuˈɲaan/
kepunyaan,[kə.puˈɲa.(ʔ)an]
kepura-puraan,/kə.pu.ra.pu.ra.an/
kepura-puraan,[kə.pu.ra.puˈra.ʔan]
keputihan,/kəpuˈtihan/
keputihan,[kə.puˈt̪i.han]
keputusan,/kə.pu.ˈtʊs.an/
keputusasaan,/kəputus(ʔ)aˈsa(ʔ)an/
kepuyuk,/kəˈpu.juk/
kepuyuk,[kəˈpu.jʊk̚]
kera,/kəˈra/
kera,[kəˈra]
kerabat,/kəˈrabat/
kerabat,[kəˈra.bat̪̚]
keracunan,/kəraˈt͡ʃunan/
keracunan,[kə.raˈt͡ʃu.nan]
keragaan,/kə.raˈɡa.an/
keragaan,[kə.raˈɡa.(ʔ)an]
keragaman,[kəraˈɡaman]
kerah,[kəˈrah]
kerah biru,/kəˈrah ˈbiru/
kerah putih,/kəˈrah ˈputɪh/
kerahasiaan,[kərahasiaa̯n]
kerahasiaan pribadi,/kə.ra.ha.siˌa.an ˈpri.ba.di/
kerahasiaan pribadi,[kə.ra.ha.siˌ(j)a.(ʔ)an ˈpri.ba.di]
kerajaan,/kəraˈd͡ʒaan/
kerajaan,/kəraˈd͡ʒaʔan/
kerajaan,[kə.raˈd͡ʒa.(ʔ)an]
kerajaan,[kə.raˈd͡ʒa.ʔan]
kerajinan,/kəraˈd͡ʒɪnan/
kerak,/kəˈrak/
kerak,[kəˈrak̚]
kerak terusi,/kə.ˈrak tə.ˈru.si/
kerakai,/kəˈrakai̯/
kerakai,[kəˈra.kai̯]
kerakyatan,[kəraʔˈjatan]
keram,[kəˈram]
keramahan,/kəraˈmahan/
keramahan,[kə.raˈma.han]
keramaian,/kəraˈmajan/
keramaian,[kə.raˈma.jan]
keramat,/kəˈramat/
keramat,[kəˈra.mat̪̚]
keramik,/kəˈramɪk̚/
keran,/kəˈran/
keran,[kəˈran]
keranda,/kəˈranda/
keranda,[kəˈran.da]
kerangka,/kəˈraŋka/
kerangka,[kəˈraŋ.ka]
kerangka acuan kerja,/kə.ˈraŋ.ka a.ˈt͡ʃu.an kər.ˈd͡ʒa/
kerangkeng,[kəˈraŋkɛŋ]
kerani,/kəˈrani/
kerani,[kəˈra.ni]
keranjang,/kəˈrand͡ʒaŋ/
keranjang,[kəˈraɲ.d͡ʒaŋ]
kerapu,/kəˈra.pu/
keras,/kəˈras/
keras,[kəˈras]
keras hati,/kəˌras ˈhati/
keras hati,[kəˌras ˈha.t̪i]
keratabasa,/kə.ra.taˈba.sa/
keratabasa,[kə.ra.t̪aˈba.sa]
keraton,/kəˈraton/
keraton,[kəˈra.t̪ɔn]
kerbau,/kərˈbau̯/
kerbau,[kərˈbau̯]
kerbau afrika,/kərbau̯ afrika/
kereb,/ˈkərəb/
kereb,[ˈkə.rəp̚]
kerek,/ˈkerɛk/
kerek,[ˈke.rɛk̚]
kerendahan,/kərənˈdahan/
kerendahan,[kə.rənˈda.han]
kerentanan,/kə.rən.ˈtan.an/
kerepek,/kəˈrɛpək/
kerepek,[kəˈrɛ.pək̚]
keresahan,/kə.rə.ˈsah.an/
keresidenan,/kəresiˈdɛnan/
keresidenan,[kə.re.siˈdɛ.nan]
kereta,/kəˈrɛta/
kereta,[kəˈrɛ.t̪a]
kereta api,/kəˌreta ˈapi/
kereta api,[kəˌre.t̪a ˈa.pi]
kereta api bawah tanah,[kəˈrɛt̪a ˈapi ˈbawah ˈtanah]
kereta api bumel,/ˌkərəta ˌapi ˈbuməl/
kereta api bumel,[ˌkə.rə.t̪a ˌa.pi ˈbu.məl]
keretek,/kəˈrɛtɛk/
keretek,[kəˈrɛ.t̪ɛk̚]
keributan,/kə.riˈbu.tan/
keributan,[kə.riˈbu.t̪an]
kering,/kəˈriŋ/
kering,[kəˈriŋ]
keringat,/kə.ˈrɪ.ŋat/
keripik,/kəˈripɪk̚/
keris,[kəˈrɪs]
keriting,/kəˈri.tiŋ/
kerja,/kərˈd͡ʒa/
kerja,[kərˈd͡ʒa]
kerja bakti,[kərˈd͡ʒa ˈbak̚ti]
kerja paksa,/kərˌd͡ʒa ˈpak.sa/
kerja paksa,[kərˌd͡ʒa ˈpak̚.sa]
kerja sama,[kərˈd͡ʒa ˈsama]
kerjaan,/kərˈd͡ʒaan/
kerjaan,[kərˈd͡ʒa.(ʔ)an]
kerjai,/kərˈd͡ʒa.i/
kerjakan,/kərˈd͡ʒa.kan/
kerkop,[kərˈkɔp]
kermi,[kərˈmi]
kernel,/ˈkɛrnəl/
kernel,[ˈkɛr.nəl]
kernet,/kərˈnɛt̚/
keromong,/kəˈromoŋ/
keromong,[kəˈro.mɔŋ]
keron,/kəˈron/
keron,[kəˈron]
keropok,[kəˈropɔk̚]
kerosak,[kəˈrosak]
kerosin,/keˈrosɪn/
kers,/ˈkɛrs/
kersen,/ˈkɛrsən/
kersen,[ˈkɛr.sən]
kersik,/kərˈsik/
kersik,[kərˈsɪk̚]
kertak,/kərˈtaʔ/
kertak,[kərˈt̪aʔ]
kertas,/kərˈtas/
kertas,[kərˈt̪as]
kertas posisi,/kər.ˈtas po.ˈsi.si/
kertas saring,/kərˈtas ˈsarɪŋ/
kertau,/kərˈtau̯/
kertosono,/kərtoˈsono/
kertosono,/kərtɔˈsɔnɔ/
kertosono,[kər.t̪oˈso.no]
kertosono,[kər.t̪ɔˈsɔ.nɔ]
kerucut,/kəˈrut͡ʃut/
kerucut,[kəˈru.t͡ʃʊt̪̚]
kerugian,/kəruˈɡian/
kerugian,[kə.ruˈɡi.an]
keruh,/kəˈrʊh/
kerul,[kəˈrʊl]
kerumun,/kəˈrumun/
kerumun,[kəˈru.mʊn]
kerumunan,/kəruˈmunan/
kerumunan,[kə.ruˈmu.nan]
kerun,/kəˈrun/
kerun,[kəˈrun]
keruncingan,/kərunˈt͡ʃiŋan/
keruncingan,[kə.ruɲˈt͡ʃi.ŋan]
kerupuk,/kəˈrupuk/
kerupuk,[kəˈru.pʊk̚]
kerupuk udang,[kəˈrupʊk̚ ˈʊdaŋ]
kerusakan,/kəruˈsakan/
kerusakan,[kə.ruˈsa.kan]
kerusuhan,/kəruˈsuhan/
kerusuhan,[kə.ruˈsu.han]
kervil,/kərˈvil/
kervil,[kərˈfɪl]
kes,[ˈkɛs]
kesadaran,/kəsaˈdaran/
kesadaran,[kə.saˈda.ran]
kesah,/ˈkesah/
kesah,[ˈke.sah]
kesal,/kəˈsal/
kesal,[kəˈsal]
kesalahan,/kəsaˈlahan/
kesalingan,/kəsaˈliŋan/
kesalingan,[kə.saˈli.ŋan]
kesalingpahaman,/kə.sa.lɪŋ.paˈha.man/
kesamaan,/kə.sa.ˈma.an/
kesan,[kəˈsan]
kesatria,[kəˈsatria̯]
kesatu,/kəˈsatu/
kesatu,[kəˈsa.t̪u]
kesatuan,[kəsaˈtua̯n]
kesayangan,/kəsaˈjaŋan/
kesayangan,[kə.saˈja.ŋan]
kesebelas,/kəˈsəbəlas/
kesebelas,[kəˈsə.bə.las]
kesedapan,/kəsəˈdapan/
kesedapan,[kə.səˈda.pan]
kesedihan,/kəsəˈdihan/
kesedihan,[kə.səˈdi.han]
kesegarisan,/kə.sə.ɡa.ˈrɪs.an/
kesehatan,/kəsɛˈhatan/
kesehatan,[kə.sɛˈha.t̪an]
kesehatan dan keselamatan kerja,/kə.sə.ˈha.tan ˈdan kə.sə.la.ˈmat.an kər.ˈd͡ʒa/
kesehatan kerja,/kə.seˌha.tan kərˈd͡ʒa/
kesehatan kerja,[kə.seˌha.t̪an kərˈd͡ʒa]
keseimbangan,[kəsəɪmˈbaŋan]
kesejahteraan,/kəsəd͡ʒahtəˈraan/
kesejalanan,/kə.sə.dʒaˈla.nan/
keselamatan,[kəsəlaˈmat̪an]
keselesaian,/kə.sə.ləˈsai̯.an/
kesembilan,/kəsəmˈbilan/
kesembilan,[kə.səmˈbi.lan]
kesembuhan,/kəsəmˈbuhan/
kesembuhan,[kə.səmˈbu.han]
kesemek,/kəsəˈmək/
kesemek,[kə.səˈmək̚]
kesempatan,/kə.səmˈpa.tan/
kesempetan,/kə.səmˈpə.tan/
kesemutan,/kəsəˈmutan/
kesemutan,[kə.səˈmu.t̪an]
kesengajaan,/kəsəŋaˈd͡ʒaan/
kesenggangan,/kəsəŋˈɡaŋan/
kesenggangan,[kə.səŋˈɡa.ŋan]
kesenggol,/kəˈsɛŋɡɔl/
kesenggol,[kəˈseŋ.ɡɔl]
kesenian,[kəsəˈnian]
kesenjangan,/kə.sən.d͡ʒaŋ.an/
kesepahaman,/kə.sə.paˈha.man/
keseragaman,/kə.sə.ra.ˈɡam.an/
keserasian,/kəsəraˈsian/
keserasian,[kə.sə.raˈsi.an]
keseruan,/kəsəˈruan/
kesesakan,/kə.sə.ˈsak.an/
kesesuaian,/kəsəsuˈajan/
kesesuaian,[kə.sə.suˈa.jan]
kesetanan,/kəseˈtanan/
kesetanan,[kə.seˈt̪a.nan]
kesetrum,/kəsəˈtrum/
kesetrum,[kə.səˈt̪rʊm]
kesewenangan,/kə.sə.wə.ˈnaŋ.an/
kesiapan,[kəˈsia̯p̚an]
kesimpulan,[kəsɪmˈpʊlan]
kesintingan,/kə.sinˈti.ŋan/
kesintingan,[kə.sin̪ˈt̪i.ŋan]
keskul,[kəsˈkʊl]
kesling,/kəsˈliŋ/
kesling,[kəsˈliŋ]
kesopanan,/kə.sɔˈpa.nan/
kestabilan,/kəstaˈbilan/
kestabilan,[kə.st̪aˈbi.lan]
kesturi,/kəs.ˈtu.ri/
kesuburan,/kə.su.bʊr.an/
kesukaan,/kəsuˈkaan/
kesukaan,[kə.suˈka.(ʔ)an]
kesukaran,/kə.su.ˈkar.an/
kesuksesan,/kəsukˈsesan/
kesuksesan,[kə.suk̚ˈse.san]
kesumba,/kəˈsumba/
kesumba,[kəˈsum.ba]
kesumba murup,/kə.ˈsʊm.ba ˈmu.rʊp/
kesyahan,[kəʃahan]
ketagihan,/kətaˈɡihan/
ketagihan,[kə.t̪aˈɡi.han]
ketahanan,/kətaˈhanan/
ketahuan,/kə.taˈhu.an/
ketahui,/kətaˈhui/
ketahui,[kə.t̪aˈhu.i]
ketak- -an,/kətaʔ- -an/
ketaknormalan,/kə.taʔ.nɔrˈma.lan/
ketam,[kəˈtam]
ketampanan,/kə.tamˈpa.nan/
ketan,/kəˈtan/
ketan,[kəˈt̪an]
ketapang,/kəˈtapaŋ/
ketapang,[kəˈt̪a.paŋ]
ketat,/kəˈtat/
ketat,[kəˈt̪at̪̚]
ketatanegaraan,/kə.ta.ta.nə.ɡa.ˈra.an/
ketawa,/kəˈtawa/
ketawa,[kəˈt̪a.wa]
ketegangan,/kətəˈɡaŋan/
ketegangan,[kə.t̪əˈɡa.ŋan]
ketegukan,/kətəˈɡukan/
ketegukan,[kə.t̪əˈɡu.kan]
ketel,[kəˈt̪əl]
ketel,[kəˈt̪ɛl]
